Suburb,Rooms,Price,Bathroom,Car,Landsize,Lattitude,Longtitude
Fitzroy North,2,1116000,1,0,152,-37.791,144.9809
Fitzroy North,4,1450000,2,1,266,-37.7797,144.9861
Fitzroy North,2,930000,3,0,2778,-37.7903,144.9859
Fitzroy North,2,700000,2,2,4296,-37.7846,144.9785
Fitzroy North,3,2170000,2,1,177,-37.7851,144.9934
Fitzroy North,1,358500,1,1,0,-37.7925,144.9786
Fitzroy North,3,1000000,1,0,249,-37.7754,144.9806
Fitzroy North,2,770000,2,1,134,-37.7916,144.9784
Fitzroy North,2,1008000,1,1,150,-37.7833,144.9819
Fitzroy North,3,1015000,2,1,112,-37.7912,144.9825
Fitzroy North,3,1371000,1,1,197,-37.7835,144.9816
Fitzroy North,2,1054000,2,1,0,-37.7903,144.9859
Fitzroy North,2,1055000,1,0,122,-37.7818,144.9863
Fitzroy North,2,720000,2,1,4296,-37.7846,144.9785
Fitzroy North,3,1286000,1,0,275,-37.7779,144.9862
Fitzroy North,3,1655000,1,0,176,-37.7892,144.9773
Fitzroy North,3,1181000,1,1,148,-37.7835,144.9799
Fitzroy North,3,1600000,3,1,188,-37.7829,144.9788
Fitzroy North,5,2875000,2,3,818,-37.7749,144.9864
Fitzroy North,2,990000,1,0,145,-37.791,144.9779
Fitzroy North,4,1950000,2,2,233,-37.7786,144.9818
Fitzroy North,4,3400000,2,1,445,-37.786,144.9864
Fitzroy North,4,1785000,2,1,188,-37.7815,144.9869
Fitzroy North,2,1315000,1,0,143,-37.7887,144.9888
Fitzroy North,2,1210000,1,1,223,-37.7829,144.9782
Fitzroy North,3,1275000,2,1,104,-37.7813,144.9834
Fitzroy North,3,1141000,1,1,378,-37.7739,144.9819
Fitzroy North,2,1255000,1,0,148,-37.7841,144.9793
Fitzroy North,3,1700000,2,1,240,-37.782,144.9834
Fitzroy North,2,1290000,1,0,136,-37.7819,144.9824
Fitzroy North,2,750000,2,2,0,-37.7761,144.9792
Fitzroy North,3,674000,1,1,0,-37.7899,144.9869
Fitzroy North,2,675000,1,2,0,-37.7918,144.9824
Fitzroy North,4,1700000,3,2,127,-37.7855,144.9789
Fitzroy North,2,875000,1,0,106,-37.7823,144.9864
Fitzroy North,3,1080000,2,1,77,-37.7923,144.9776
Fitzroy North,3,1851000,1,1,225,-37.7852,144.9868
Fitzroy North,2,1222500,1,2,487,-37.7737,144.9822
Fitzroy North,1,330000,1,1,0,-37.782,144.9896
Fitzroy North,2,1232000,1,0,0,-37.7848,144.9806
Fitzroy North,1,899000,1,0,153,-37.7851,144.9784
Fitzroy North,3,2300000,1,2,475,-37.7786,144.9846
Fitzroy North,2,937500,1,0,100,-37.788,144.9791
Fitzroy North,3,1710000,2,0,357,-37.7778,144.9824
Fitzroy North,3,1600000,1,0,370,-37.7794,144.9892
Fitzroy North,3,1300000,1,1,203,-37.7834,144.9862
Fitzroy North,4,2300000,2,1,197,-37.7828,144.9832
Fitzroy North,2,490000,1,1,4296,-37.7846,144.9785
Fitzroy North,3,1300000,2,0,127,-37.7851,144.9809
Fitzroy North,3,1300000,1,0,309,-37.776,144.9832
Fitzroy North,3,2150000,2,0,202,-37.7835,144.9867
Fitzroy North,3,775000,2,2,0,-37.7918,144.9824
Fitzroy North,3,1581000,1,0,193,-37.7836,144.985
Fitzroy North,2,602000,1,1,0,-37.7794,144.989
Fitzroy North,2,650000,1,1,0,-37.777,144.9838
Fitzroy North,2,1283000,1,2,204,-37.7824,144.9801
Fitzroy North,3,1450000,2,1,118,-37.7839,144.9807
Fitzroy North,2,1325000,1,0,160,-37.783,144.9866
Flemington,2,865500,1,1,168,-37.7835,144.9339
Flemington,2,365000,1,1,0,-37.7833,144.9255
Flemington,1,380000,1,1,2077,-37.7852,144.9216
Flemington,2,425000,1,1,0,-37.7833,144.9255
Flemington,1,280000,1,1,0,-37.7839,144.9347
Flemington,3,870000,2,0,167,-37.7869,144.9228
Flemington,2,391000,1,1,0,-37.7825,144.9239
Flemington,2,715000,1,1,0,-37.7852,144.9223
Flemington,3,1130000,1,0,294,-37.7856,144.9292
Flemington,3,1110000,1,1,272,-37.7857,144.931
Flemington,2,950000,1,1,193,-37.7861,144.9238
Flemington,2,918000,1,0,136,-37.7839,144.9343
Flemington,2,730000,1,1,140,-37.7867,144.9342
Flemington,2,360000,1,1,0,-37.7826,144.9273
Flemington,2,855000,1,0,225,-37.7849,144.9197
Flemington,2,860000,1,0,202,-37.7849,144.9257
Flemington,3,1012000,1,1,212,-37.7818,144.9247
Flemington,3,885000,1,0,162,-37.7869,144.9253
Flemington,3,1315000,1,1,313,-37.7853,144.9235
Flemington,4,1700000,1,1,616,-37.7837,144.9319
Flemington,3,1205000,2,2,0,-37.7826,144.9261
Flemington,2,395000,1,1,0,-37.7833,144.9255
Flemington,2,476000,1,1,0,-37.783,144.932
Flemington,1,250000,1,1,0,-37.7854,144.9326
Flemington,2,556000,2,1,0,-37.784,144.9356
Flemington,2,845000,1,1,0,-37.7838,144.9273
Flemington,1,345000,1,1,0,-37.7826,144.9311
Flemington,3,1100000,2,0,179,-37.7857,144.9305
Flemington,2,957000,1,0,165,-37.7847,144.9341
Flemington,3,991000,1,4,402,-37.7867,144.9249
Flemington,3,850000,2,0,162,-37.7866,144.9343
Flemington,1,395000,1,1,818,-37.788,144.9306
Flemington,2,350000,1,1,0,-37.7857,144.9244
Flemington,3,1115000,1,1,244,-37.7823,144.9278
Flemington,2,420500,1,1,0,-37.783,144.932
Footscray,3,585000,1,1,259,-37.7955,144.9063
Footscray,1,85000,1,0,0,-37.7911,144.89
Footscray,4,1225000,2,1,319,-37.7943,144.8875
Footscray,2,431000,1,1,0,-37.7963,144.8853
Footscray,3,1003000,1,1,292,-37.797,144.9051
Footscray,3,840000,1,0,164,-37.7959,144.8863
Footscray,3,1362000,2,0,497,-37.7958,144.9024
Footscray,4,977000,2,1,154,-37.7983,144.8911
Footscray,1,216000,1,1,0,-37.7907,144.8924
Footscray,3,876000,2,2,204,-37.8012,144.8921
Footscray,1,227000,1,1,0,-37.7907,144.8924
Footscray,4,841000,2,2,250,-37.7959,144.8989
Footscray,2,605000,1,3,2794,-37.8044,144.9064
Footscray,2,305000,1,1,47,-37.8014,144.8959
Footscray,2,480000,1,1,556,-37.7919,144.8854
Footscray,1,357000,1,0,0,-37.7964,144.9027
Footscray,3,910000,1,1,361,-37.7913,144.8879
Footscray,1,291000,1,1,665,-37.7978,144.8918
Footscray,2,375000,1,1,0,-37.7906,144.8856
Footscray,2,752000,1,0,215,-37.7922,144.891
Footscray,3,1155000,1,3,585,-37.7941,144.8924
Footscray,3,930000,1,3,413,-37.7931,144.893
Footscray,2,490000,1,1,0,-37.8006,144.881
Footscray,3,853000,1,1,0,-37.7962,144.8851
Footscray,4,1290000,1,2,411,-37.7969,144.9049
Footscray,3,480000,1,1,0,-37.7949,144.9007
Footscray,4,775000,1,2,277,-37.7901,144.8883
Footscray,2,900000,1,0,210,-37.7969,144.883
Footscray,2,281000,1,1,0,-37.7891,144.8912
Footscray,4,1300000,2,3,0,-37.7923,144.8848
Footscray,3,714000,2,2,164,-37.7948,144.8868
Footscray,3,775000,2,1,197,-37.8021,144.8924
Footscray,2,950000,1,2,657,-37.7909,144.8884
Footscray,3,674000,2,1,8680,-37.8016,144.9082
Footscray,3,760000,1,1,265,-37.7975,144.8894
Footscray,2,420000,1,1,0,-37.8042,144.9049
Footscray,2,560000,1,1,111,-37.7969,144.8852
Footscray,2,575000,1,1,162,-37.796,144.899
Footscray,4,1100000,1,2,633,-37.802,144.889
Footscray,3,932000,1,1,451,-37.8023,144.8915
Footscray,3,780000,1,2,323,-37.7935,144.8893
Footscray,2,295000,1,1,0,-37.7903,144.891
Footscray,2,433000,1,1,0,-37.8017,144.8957
Footscray,2,410000,2,1,65,-37.7881,144.8838
Footscray,2,1170000,1,1,184,-37.7988,144.902
Footscray,1,375000,1,1,0,-37.8006,144.881
Footscray,2,615000,1,3,207,-37.7975,144.8855
Footscray,3,747000,1,1,246,-37.8012,144.8924
Footscray,1,275000,1,1,0,-37.8053,144.9029
Footscray,3,1045000,2,2,384,-37.7976,144.8976
Footscray,3,775000,1,1,242,-37.7956,144.8848
Footscray,2,571000,2,1,0,-37.8025,144.9073
Footscray,2,310000,1,1,0,-37.7878,144.8919
Footscray,1,305000,1,1,59,-37.7903,144.8899
Footscray,3,860500,2,2,322,-37.7963,144.8862
Footscray,3,820000,2,1,122,-37.8021,144.8976
Footscray,1,210000,1,1,0,-37.7878,144.8904
Footscray,3,875000,1,0,262,-37.8022,144.8924
Footscray,2,370000,1,1,0,-37.7992,144.8961
Footscray,2,711000,1,2,253,-37.7968,144.8887
Footscray,3,665000,2,1,0,-37.8016,144.9082
Footscray,2,690500,1,1,212,-37.7903,144.8879
Footscray,2,747000,1,1,320,-37.7964,144.8871
Footscray,2,858000,1,1,313,-37.7966,144.9016
Footscray,4,699000,2,2,0,-37.7905,144.8882
Footscray,2,835000,1,1,222,-37.7962,144.8844
Footscray,2,661000,1,1,132,-37.7946,144.8903
Footscray,2,757500,1,0,258,-37.7959,144.8901
Footscray,1,282000,1,1,1783,-37.7949,144.9007
Footscray,3,699000,1,1,125,-37.7922,144.8831
Footscray,3,850000,1,0,190,-37.795,144.883
Footscray,2,315000,1,1,882,-37.7899,144.893
Footscray,3,740000,1,1,211,-37.8059,144.901
Footscray,2,360000,1,1,0,-37.8012,144.8964
Footscray,3,980000,2,2,196,-37.7987,144.9034
Footscray,3,561000,1,1,0,-37.7952,144.909
Footscray,2,316000,1,1,0,-37.789,144.8932
Footscray,2,800000,1,2,260,-37.7969,144.9042
Footscray,2,760000,1,0,130,-37.7988,144.9045
Footscray,3,735000,2,2,112,-37.8001,144.8797
Footscray,2,823000,1,0,238,-37.7946,144.8944
Footscray,4,1225000,2,1,319,-37.7943,144.8875
Footscray,2,296000,1,1,0,-37.789,144.8932
Footscray,3,886500,1,0,268,-37.7942,144.8933
Footscray,3,767500,2,0,458,-37.7942,144.8832
Footscray,2,395000,2,1,0,-37.8006,144.9053
Footscray,4,815000,2,1,369,-37.7914,144.8957
Footscray,3,757000,2,2,102,-37.7987,144.8807
Footscray,4,1450000,1,1,799,-37.7958,144.9001
Footscray,2,745000,1,1,355,-37.7931,144.8938
Footscray,2,716000,1,2,274,-37.7939,144.8846
Glen Iris,3,1735000,2,3,680,-37.854,145.0832
Glen Iris,2,1699000,1,2,653,-37.8573,145.077
Glen Iris,4,3400000,3,2,856,-37.8628,145.0436
Glen Iris,5,3730000,3,2,919,-37.8637,145.0438
Glen Iris,4,1800000,2,2,868,-37.8522,145.0893
Glen Iris,4,1998000,2,1,739,-37.8513,145.0601
Glen Iris,2,671000,1,1,0,-37.8555,145.0889
Glen Iris,4,3110000,2,4,1318,-37.853,145.0491
Glen Iris,3,1780000,1,2,627,-37.8599,145.0898
Glen Iris,3,1425000,2,2,217,-37.8639,145.0641
Glen Iris,3,1530000,1,1,753,-37.8543,145.0889
Glen Iris,4,1900000,4,2,708,-37.8646,145.0673
Glen Iris,2,1500000,1,2,660,-37.8536,145.0911
Glen Iris,3,1360000,2,1,704,-37.852,145.0942
Glen Iris,5,2175000,3,4,619,-37.8554,145.0611
Glen Iris,4,2325000,3,2,638,-37.8523,145.0726
Glen Iris,4,2538000,2,3,630,-37.856,145.0691
Glen Iris,4,2300000,3,4,1258,-37.8552,145.082
Glen Iris,2,550000,1,1,0,-37.8567,145.0435
Glen Iris,3,1600000,2,1,704,-37.852,145.0942
Glen Iris,3,2100000,2,2,904,-37.856,145.0705
Glen Iris,3,2115000,2,2,745,-37.8501,145.059
Glen Iris,3,1700000,2,2,625,-37.8602,145.0925
Glen Iris,4,3500000,2,2,859,-37.8625,145.044
Glen Iris,3,1750000,2,2,652,-37.8556,145.068
Glen Iris,3,967500,2,1,233,-37.8515,145.0938
Glen Iris,4,2077000,2,3,553,-37.8589,145.0413
Glen Iris,4,2850000,3,2,1184,-37.8526,145.0848
Glen Iris,2,411000,1,1,0,-37.85,145.0461
Glen Iris,3,1222000,1,1,215,-37.85,145.057
Glen Iris,4,1550000,2,2,662,-37.8588,145.0832
Glen Iris,3,1660000,1,2,297,-37.847,145.0535
Glen Iris,6,2250000,3,2,650,-37.8534,145.0785
Glen Iris,3,1162000,2,2,281,-37.8579,145.0736
Glen Iris,4,2020000,2,2,630,-37.8667,145.0752
Glen Iris,2,845000,0,0,207,-37.863,145.0501
Glen Iris,3,1510000,2,2,370,-37.8597,145.0883
Glen Iris,4,2010000,2,2,659,-37.8509,145.0916
Glen Iris,4,2975000,3,4,0,-37.8541,145.0643
Glen Iris,2,585000,1,1,0,-37.8523,145.0936
Glen Iris,3,1275000,2,2,669,-37.8596,145.0871
Glen Iris,1,452000,1,1,63,-37.8552,145.05
Glen Iris,3,1625000,2,2,365,-37.8526,145.0853
Glen Iris,4,1800000,3,2,743,-37.8566,145.0439
Glen Iris,3,1820000,1,3,650,-37.8571,145.0766
Glen Iris,1,291000,1,1,1097,-37.8576,145.0452
Glen Iris,2,710000,1,2,123,-37.8567,145.0666
Glen Iris,4,2376000,2,2,652,-37.8479,145.0557
Glen Iris,2,1020000,1,0,251,-37.8627,145.0402
Glen Iris,3,1456000,1,2,504,-37.8541,145.0544
Glen Iris,3,1875000,2,3,607,-37.8534,145.0735
Glen Iris,3,1430000,3,2,385,-37.8524,145.0425
Glen Iris,6,2300000,2,2,0,-37.8519,145.091
Glen Iris,1,345000,1,1,745,-37.8505,145.0459
Glen Iris,5,2000000,3,1,696,-37.8563,145.0709
Glen Iris,4,1550000,0,0,769,-37.8628,145.0734
Glen Iris,3,1625000,2,4,1005,-37.8528,145.0487
Glen Iris,2,480000,1,1,0,-37.8559,145.049
Glen Iris,2,585000,1,1,84,-37.8517,145.0796
Glen Iris,5,1960000,3,2,650,-37.8534,145.0785
Glen Iris,4,1700000,3,1,650,-37.8581,145.078
Glen Iris,2,680000,1,1,0,-37.8566,145.0454
Glen Iris,3,1220000,2,2,278,-37.8574,145.0496
Glen Iris,3,1375000,2,2,328,-37.8529,145.0605
Glen Iris,2,920000,1,2,334,-37.8577,145.0576
Glen Iris,2,382000,1,1,1069,-37.8547,145.0457
Glen Iris,2,545000,0,0,0,-37.85,145.0465
Glen Iris,4,1350000,2,2,342,-37.8622,145.0634
Glen Iris,2,1280000,1,1,412,-37.8541,145.051
Glen Iris,3,1825000,1,2,652,-37.8552,145.0785
Glen Iris,5,2825000,4,4,802,-37.8627,145.0719
Glen Iris,3,2825000,2,4,885,-37.8577,145.0421
Glen Iris,4,1825000,3,2,366,-37.8503,145.0586
Glen Iris,1,328000,1,0,0,-37.8588,145.0512
Glen Iris,4,2016000,2,3,733,-37.8561,145.0864
Glen Iris,5,3085000,3,3,778,-37.8582,145.0715
Glen Iris,3,1710000,1,3,557,-37.8556,145.0499
Glen Iris,3,1770000,1,3,603,-37.8503,145.0754
Glen Iris,3,1765000,1,2,650,-37.8505,145.0852
Glen Iris,2,511000,1,1,0,-37.8517,145.0459
Glen Iris,3,2000000,1,2,821,-37.8581,145.0685
Glen Iris,2,1600000,2,2,718,-37.858,145.0696
Glen Iris,3,1880000,2,2,668,-37.8489,145.0711
Glen Iris,5,2352500,3,2,642,-37.859,145.0656
Glen Iris,5,3860000,4,2,830,-37.8563,145.072
Glen Iris,4,2625000,3,2,840,-37.8538,145.0641
Glen Iris,2,856500,1,1,0,-37.8566,145.0553
Glen Iris,5,1650000,2,2,400,-37.8572,145.0555
Glen Iris,2,600000,1,1,0,-37.8506,145.0465
Glen Iris,2,690000,1,2,166,-37.863,145.0631
Glen Iris,3,1200000,2,2,541,-37.8628,145.0486
Glen Iris,4,3010000,3,2,677,-37.8476,145.0554
Glen Iris,2,785000,1,1,0,-37.8488,145.0573
Glen Iris,4,1950000,2,2,775,-37.8561,145.0934
Glen Iris,3,2200000,1,2,700,-37.8553,145.0711
Glen Iris,3,1751000,1,3,609,-37.8542,145.0733
Glen Iris,4,1857000,2,3,548,-37.8536,145.0547
Glen Iris,1,375000,1,1,602,-37.8597,145.0571
Glen Iris,2,720000,1,2,0,-37.8468,145.0515
Glen Iris,3,1500000,1,3,401,-37.8471,145.051
Glen Iris,4,2725000,3,2,603,-37.8521,145.0657
Glen Iris,2,1723000,1,1,553,-37.8464,145.0511
Glen Iris,2,529500,1,1,0,-37.8572,145.0423
Glen Iris,3,2800000,1,2,762,-37.8575,145.0554
Glen Iris,3,1665000,1,2,685,-37.8538,145.0842
Glen Iris,2,600000,1,1,0,-37.8555,145.0518
Glen Iris,3,1420000,1,2,615,-37.8578,145.0919
Glen Iris,3,1550000,2,2,307,-37.8531,145.086
Glen Iris,1,420000,1,1,805,-37.8592,145.0484
Glen Iris,4,1920000,2,2,706,-37.8573,145.0904
Glen Iris,5,2100000,3,2,696,-37.8478,145.0566
Glen Iris,5,2410000,2,2,654,-37.8515,145.0922
Glen Iris,4,2100000,2,2,645,-37.8516,145.061
Glen Iris,4,2950000,2,2,1485,-37.8509,145.0856
Glen Iris,2,390000,1,1,0,-37.8497,145.0466
Glen Iris,5,3365000,2,2,1339,-37.8649,145.0547
Glen Iris,4,1390000,2,3,397,-37.8578,145.068
Glen Iris,4,1802000,3,2,394,-37.8523,145.0603
Glen Iris,3,1310000,1,2,464,-37.8539,145.0702
Glen Iris,3,1931000,2,2,648,-37.8547,145.0771
Glen Iris,4,2000000,2,4,401,-37.8583,145.0726
Glen Iris,2,1250000,1,2,438,-37.8511,145.0428
Glen Iris,5,2400000,3,2,709,-37.8529,145.0806
Glen Iris,2,460000,1,1,0,-37.8578,145.0537
Glenroy,3,610000,1,2,696,-37.6972,144.9431
Glenroy,3,610000,1,3,640,-37.6979,144.9335
Glenroy,3,555000,2,2,244,-37.6969,144.9299
Glenroy,3,500000,1,1,336,-37.7088,144.9356
Glenroy,3,806500,1,2,766,-37.6988,144.9372
Glenroy,5,1150000,3,2,700,-37.7095,144.9253
Glenroy,5,850000,3,1,487,-37.7088,144.926
Glenroy,4,550000,2,1,683,-37.6964,144.9314
Glenroy,3,822000,1,4,700,-37.6988,144.9438
Glenroy,3,980000,2,3,1029,-37.7115,144.9147
Glenroy,3,670000,1,1,652,-37.7062,144.9261
Glenroy,2,430000,1,1,164,-37.7072,144.9252
Glenroy,2,852500,1,2,832,-37.7126,144.9122
Glenroy,4,1025000,2,4,1011,-37.712,144.9127
Glenroy,2,540000,1,1,164,-37.7082,144.9178
Glenroy,2,530000,1,2,643,-37.6978,144.9276
Glenroy,3,721000,1,2,674,-37.7102,144.9362
Glenroy,3,737000,1,4,640,-37.6986,144.9243
Glenroy,3,575500,1,1,701,-37.6953,144.9397
Glenroy,3,600000,1,2,702,-37.6999,144.9387
Glenroy,3,460000,2,2,224,-37.702,144.9507
Glenroy,3,370000,2,1,259,-37.6977,144.9149
Glenroy,3,691000,1,2,753,-37.7065,144.9374
Glenroy,3,500000,1,1,589,-37.6993,144.9393
Glenroy,3,545000,2,1,136,-37.7112,144.9142
Glenroy,3,670000,1,4,734,-37.7007,144.9378
Glenroy,3,572000,1,2,627,-37.6974,144.9326
Glenroy,4,702000,1,4,606,-37.7104,144.9088
Glenroy,2,730000,1,1,705,-37.706,144.9245
Glenroy,3,711500,1,3,667,-37.7005,144.9185
Glenroy,3,820000,2,4,805,-37.708,144.9211
Glenroy,5,810000,4,4,695,-37.7028,144.9377
Glenroy,2,250000,1,1,0,-37.711,144.9178
Glenroy,3,460000,1,1,325,-37.7001,144.9291
Glenroy,3,793000,1,2,780,-37.7,144.9427
Glenroy,2,340000,1,1,0,-37.7071,144.9176
Glenroy,3,596000,1,3,624,-37.6967,144.9313
Glenroy,3,447500,1,1,320,-37.6949,144.9122
Glenroy,3,588000,1,1,616,-37.7029,144.9053
Glenroy,3,420000,1,2,0,-37.7025,144.9504
Glenroy,2,410000,1,2,200,-37.7002,144.9428
Glenroy,3,688000,1,4,700,-37.7022,144.924
Glenroy,3,612500,2,3,635,-37.7006,144.9239
Glenroy,3,525000,1,1,665,-37.6966,144.9331
Glenroy,3,703000,1,4,704,-37.7021,144.9136
Glenroy,4,608000,2,1,252,-37.7006,144.9299
Glenroy,5,705000,3,2,612,-37.7022,144.9054
Glenroy,2,320500,1,1,3056,-37.7042,144.9214
Glenroy,3,577000,1,2,706,-37.7053,144.9372
Glenroy,2,230000,1,1,1996,-37.702,144.9154
Glenroy,4,607000,3,2,0,-37.7102,144.9112
Glenroy,3,765500,2,2,780,-37.6955,144.9389
Glenroy,3,470000,1,2,187,-37.7098,144.9163
Glenroy,3,482500,1,1,265,-37.7083,144.9158
Glenroy,3,580000,1,2,650,-37.7002,144.9408
Glenroy,2,434500,1,1,125,-37.7042,144.9211
Glenroy,2,620250,1,2,253,-37.7117,144.9135
Glenroy,3,710000,1,1,796,-37.6955,144.9253
Glenroy,4,630000,1,2,630,-37.7002,144.9232
Glenroy,2,420000,1,1,307,-37.7117,144.9348
Glenroy,3,600000,1,4,541,-37.7051,144.9069
Glenroy,3,550000,2,2,212,-37.7073,144.9277
Glenroy,3,460000,2,1,190,-37.6997,144.9367
Glenroy,4,600000,1,2,586,-37.6975,144.9065
Glenroy,4,1217500,3,2,693,-37.7111,144.9275
Glenroy,3,600000,1,2,599,-37.7009,144.9291
Glenroy,3,570000,2,2,585,-37.6977,144.9071
Glenroy,4,655000,1,2,695,-37.6985,144.9441
Glenroy,3,500000,1,4,677,-37.695,144.9271
Glenroy,3,762700,1,4,597,-37.7097,144.9351
Glenroy,2,465000,1,1,176,-37.7081,144.912
Glenroy,2,741250,1,1,668,-37.7067,144.9331
Glenroy,2,488500,2,1,190,-37.7072,144.9241
Glenroy,4,787500,2,2,650,-37.7004,144.9411
Glenroy,2,442000,1,1,245,-37.7076,144.9097
Glenroy,4,1000000,2,8,977,-37.7063,144.9273
Glenroy,2,726335,1,2,590,-37.7072,144.938
Glenroy,4,630000,2,2,602,-37.7005,144.9258
Glenroy,3,670000,1,3,705,-37.6967,144.9116
Glenroy,2,417000,1,1,172,-37.7074,144.9086
Glenroy,3,600000,1,2,258,-37.7047,144.9087
Glenroy,3,440000,2,1,215,-37.6952,144.9256
Glenroy,3,501000,1,1,348,-37.7119,144.9111
Glenroy,3,660000,1,2,657,-37.7019,144.9225
Glenroy,3,722000,1,3,781,-37.7048,144.9097
Glenroy,2,270000,1,1,155,-37.6972,144.9239
Glenroy,4,825000,2,4,768,-37.6979,144.9377
Glenroy,4,638000,2,1,624,-37.6969,144.9334
Gowanbrae,3,631000,2,2,608,-37.709,144.8925
Gowanbrae,3,532000,2,1,149,-37.7068,144.8963
Gowanbrae,3,500000,2,1,140,-37.7071,144.8959
Gowanbrae,3,504000,2,1,215,-37.709,144.8964
Gowanbrae,3,468000,2,2,178,-37.7087,144.8962
Gowanbrae,4,802500,2,2,0,-37.705,144.9004
Gowanbrae,4,709000,2,2,453,-37.7016,144.8974
Gowanbrae,3,700000,2,2,691,-37.7089,144.8927
Gowanbrae,3,485000,2,1,175,-37.7076,144.8961
Gowanbrae,3,540000,2,1,367,-37.704,144.8989
Gowanbrae,3,390000,2,1,158,-37.7091,144.8958
Gowanbrae,4,800000,2,2,719,-37.7062,144.8978
Gowanbrae,3,525000,2,1,223,-37.704,144.8984
Gowanbrae,4,740000,2,2,453,-37.7016,144.8974
Hadfield,3,605000,1,2,597,-37.711,144.9478
Hadfield,3,685500,1,2,724,-37.7076,144.9481
Hadfield,2,610000,1,1,394,-37.7153,144.9507
Hadfield,3,630000,1,1,604,-37.7124,144.9514
Hadfield,4,870000,3,5,591,-37.7127,144.9489
Hadfield,3,810000,2,2,592,-37.7149,144.9473
Hadfield,3,840000,1,2,608,-37.7114,144.9378
Hadfield,5,585000,2,1,590,-37.711,144.9481
Hadfield,4,772500,2,2,595,-37.7116,144.9468
Hadfield,3,465000,1,1,225,-37.7068,144.9467
Hadfield,3,719000,1,4,692,-37.7084,144.9412
Hadfield,2,487000,1,2,198,-37.7132,144.9488
Hadfield,4,700000,2,2,700,-37.7056,144.9384
Hadfield,4,600500,2,1,462,-37.7062,144.9387
Hadfield,3,730000,1,2,570,-37.7106,144.9491
Hadfield,3,800000,2,2,565,-37.7094,144.9377
Hadfield,4,918000,2,2,763,-37.7123,144.9426
Hadfield,3,750000,2,2,301,-37.715,144.9475
Hadfield,3,740000,1,1,568,-37.7077,144.9438
Hadfield,3,721000,1,3,539,-37.7098,144.9446
Hadfield,3,646000,1,2,574,-37.7157,144.9507
Hadfield,3,545000,2,3,230,-37.7073,144.9486
Hadfield,3,770000,1,2,700,-37.705,144.9469
Hadfield,4,777000,1,2,700,-37.704,144.9399
Hadfield,2,722000,3,1,580,-37.7098,144.9424
Hadfield,2,545000,1,3,591,-37.7128,144.9471
Hadfield,3,510000,2,2,234,-37.707,144.9411
Hadfield,2,542500,1,1,359,-37.7133,144.9436
Hadfield,3,631500,1,3,593,-37.7133,144.947
Hadfield,4,750074,2,1,302,-37.7149,144.9474
Hadfield,3,591000,1,1,557,-37.7079,144.9432
Hadfield,3,550000,1,3,610,-37.7107,144.9419
Hadfield,2,330000,1,1,249,-37.714,144.939
Hadfield,5,800000,2,1,808,-37.7091,144.9491
Hadfield,3,725000,2,4,560,-37.7136,144.9374
Hadfield,4,815000,2,2,672,-37.7083,144.9495
Hadfield,2,715888,1,1,613,-37.7099,144.938
Hadfield,4,650000,1,4,588,-37.7096,144.9404
Hadfield,2,468000,1,1,137,-37.707,144.9413
Hadfield,3,1102000,1,2,1020,-37.709,144.9434
Hadfield,2,515000,1,2,345,-37.7128,144.9496
Hadfield,3,716000,1,2,594,-37.709,144.9483
Hadfield,2,640000,1,1,612,-37.7109,144.9389
Hadfield,2,460000,1,4,360,-37.7074,144.9407
Hampton,2,895000,1,1,228,-37.9355,145.0008
Hampton,2,587000,1,1,0,-37.9419,145.0019
Hampton,4,2800000,3,2,701,-37.9419,145.0152
Hampton,2,720000,1,1,832,-37.9387,145.0063
Hampton,4,3250000,3,2,928,-37.9389,145.0062
Hampton,4,2140000,2,3,688,-37.9319,145.0173
Hampton,4,1600000,2,2,607,-37.9324,145.0235
Hampton,3,2200000,2,3,1402,-37.9347,144.9963
Hampton,3,1003500,1,2,289,-37.9338,145.0226
Hampton,2,802000,1,1,0,-37.939,145.0137
Hampton,4,1500000,1,1,692,-37.9386,145.0055
Hampton,4,1686500,2,2,664,-37.9394,145.0099
Hampton,5,1400000,2,2,434,-37.9361,145.0243
Hampton,3,1560000,1,3,593,-37.9399,145.0204
Hampton,2,680000,1,2,0,-37.939,145.0219
Hampton,3,1715000,1,2,765,-37.9358,145.018
Hampton,2,760000,1,1,90,-37.9389,145.0186
Hampton,2,616000,1,1,0,-37.9373,145.0027
Hampton,4,1680000,1,1,723,-37.9437,145.0175
Hampton,5,2520000,4,2,661,-37.9438,145.0184
Hampton,2,890000,2,2,181,-37.9433,145.019
Hampton,3,1120000,2,3,373,-37.9395,145.0088
Hampton,4,3200000,3,3,760,-37.9326,144.9997
Hampton,4,1250000,3,2,398,-37.9381,145.0161
Hampton,4,2420000,3,2,560,-37.9333,144.9977
Hampton,4,2000000,3,4,615,-37.9429,145.0072
Hampton,4,2880000,3,2,687,-37.9312,144.9997
Hampton,5,1805000,2,2,700,-37.9419,145.0156
Hampton,4,1460000,2,2,487,-37.9356,145.0166
Hampton,3,1403000,1,2,495,-37.9428,145.0092
Hampton,3,1682000,1,1,767,-37.9365,145.022
Hampton,4,1875000,2,3,685,-37.9412,145.0021
Hampton,4,2600000,1,2,1504,-37.944,145.0015
Hampton,2,685000,1,2,0,-37.9339,145.0023
Hampton,4,2400000,2,2,663,-37.9323,145.0137
Hampton,5,3470000,3,4,670,-37.9427,145.0085
Hampton,2,1615000,1,1,801,-37.9348,145.0162
