views,likes,dislikes,comment_count,,,,,
588513,4234,445,329,,,,,
588553,33980,225,2998,,,,,
588820,18317,254,2214,,,,,
588831,16062,135,338,,,,,
588908,16422,1238,1636,,,,,
588972,2200,273,895,,,,,
589103,12875,1281,2465,,,,,
589142,5617,406,3698,,,,,
589247,6163,734,1472,,,,,
589261,29818,881,2102,,,,,
589301,21216,2149,2945,,,,,
589309,9146,168,803,,,,,
589326,21578,2970,2981,,,,,
589489,12429,153,540,,,,,
589532,37301,583,4792,,,,,
589534,9734,231,836,,,,,
589560,27213,526,2165,,,,,
589610,13093,667,796,,,,,
589732,5068,95,336,,,,,
589734,22717,998,1055,,,,,
589741,25595,302,1785,,,,,
589827,11839,1815,4413,,,,,
589884,20202,671,2280,,,,,
589982,17443,1574,3189,,,,,
590078,22728,144,731,,,,,
590126,4407,1341,496,,,,,
590215,19888,362,1189,,,,,
590227,31712,541,1482,,,,,
590267,13074,1101,1544,,,,,
590272,24054,414,4980,,,,,
590393,34034,432,3730,,,,,
590410,9484,577,5096,,,,,
590444,5748,438,875,,,,,
590492,6467,1093,1161,,,,,
590559,18249,356,497,,,,,
590578,22176,439,1486,,,,,
590727,38387,274,3666,,,,,
590749,19261,661,1892,,,,,
590856,19391,324,2727,,,,,
590862,4640,652,521,,,,,
590868,12092,145,293,,,,,
591070,26273,341,5597,,,,,
591089,5600,455,470,,,,,
591161,36586,613,3516,,,,,
591193,11308,391,583,,,,,
591220,6173,734,1479,,,,,
591247,7547,523,485,,,,,
591351,106183,349,10146,,,,,
591389,21427,1079,1009,,,,,
591472,28127,1433,1891,,,,,
591512,39041,254,2671,,,,,
591527,51126,1442,9166,,,,,
591583,29348,741,2944,,,,,
591650,6078,1666,1689,,,,,
591656,17729,290,1846,,,,,
591674,10770,417,1113,,,,,
591773,25087,775,2285,,,,,
591794,7408,338,814,,,,,
591891,39459,649,6989,,,,,
592097,9899,2316,2011,,,,,
592107,30295,542,2854,,,,,
592118,3653,399,1685,,,,,
592142,18847,184,1258,,,,,
592164,29922,883,2103,,,,,
592198,12508,527,1138,,,,,
592205,15136,650,1280,,,,,
592238,33812,622,2108,,,,,
592248,16819,1498,3108,,,,,
592459,25680,1574,4994,,,,,
592462,11215,622,4004,,,,,
592464,8438,392,826,,,,,
592477,12280,287,509,,,,,
592480,22781,999,1056,,,,,
592487,21000,741,1155,,,,,
592496,37542,262,1313,,,,,
592532,11310,166,314,,,,,
592697,7382,1741,3666,,,,,
592731,38272,663,4997,,,,,
592735,37639,519,4522,,,,,
592740,13348,225,610,,,,,
592777,6180,737,1479,,,,,
592787,45839,670,4561,,,,,
592790,8126,455,926,,,,,
592859,25057,235,1646,,,,,
592918,3238,187,0,,,,,
592941,7939,333,1083,,,,,
592949,10288,180,1902,,,,,
592963,35345,583,5527,,,,,
593001,15013,442,3008,,,,,
593120,2286,259,3250,,,,,
593228,3696,421,1308,,,,,
593246,16038,788,896,,,,,
593266,23436,2299,1761,,,,,
593297,5626,408,3701,,,,,
593311,0,0,0,,,,,
593362,17722,815,2673,,,,,
593426,0,0,0,,,,,
593545,18891,243,1968,,,,,
593557,25292,630,1881,,,,,
593679,7903,303,756,,,,,
593710,52702,332,3765,,,,,
593739,36795,760,2695,,,,,
593911,13879,1122,3719,,,,,
593956,16047,441,3918,,,,,
593969,24672,735,5173,,,,,
593986,19109,531,1373,,,,,
594004,4470,520,1195,,,,,
594031,23586,1879,2638,,,,,
594066,19285,255,1047,,,,,
594382,10892,397,1468,,,,,
594438,16127,7025,4148,,,,,
594485,9503,994,1397,,,,,
594486,6187,737,1484,,,,,
594491,15012,186,767,,,,,
594523,11929,375,857,,,,,
594536,9921,323,423,,,,,
594612,34666,527,1025,,,,,
594657,22951,474,608,,,,,
594659,37782,1281,2215,,,,,
594820,15880,481,1971,,,,,
594855,12476,1190,1379,,,,,
594881,23892,558,2438,,,,,
594958,19903,361,1189,,,,,
594981,7408,770,3869,,,,,
595038,12503,155,541,,,,,
595091,12610,1436,2195,,,,,
595148,30014,885,2110,,,,,
595297,5614,470,3569,,,,,
595415,8795,450,1022,,,,,
595485,6519,1095,1158,,,,,
595594,7261,301,2334,,,,,
595598,136072,333,6292,,,,,
595681,11520,386,773,,,,,
595693,15630,1176,1694,,,,,
595754,26362,714,4962,,,,,
595785,5297,292,689,,,,,
595820,18605,212,914,,,,,
595827,60864,1231,3286,,,,,
595836,43506,585,1722,,,,,
595874,42617,903,6300,,,,,
595962,32891,474,2136,,,,,
595991,22490,2837,4366,,,,,
595992,6510,770,589,,,,,
596062,21629,174,3512,,,,,
596199,12580,1378,912,,,,,
596218,35046,300,2943,,,,,
596251,11957,314,707,,,,,
596281,38614,640,22218,,,,,
596381,38219,713,14742,,,,,
596397,2217,278,897,,,,,
596464,42506,829,4208,,,,,
596467,10023,773,317,,,,,
596482,45517,315,5077,,,,,
596498,23977,678,5375,,,,,
596592,58687,431,3527,,,,,
596671,15509,2891,3253,,,,,
596697,20162,158,0,,,,,
596803,12036,809,3168,,,,,
596833,53953,607,7265,,,,,
596888,29736,523,1768,,,,,
597024,3178,290,1568,,,,,
597049,18464,1054,1672,,,,,
597124,30066,887,2111,,,,,
597264,22866,135,801,,,,,
597277,9967,1060,1045,,,,,
597308,10554,566,504,,,,,
597340,17345,266,2688,,,,,
597345,6502,699,2246,,,,,
597409,26367,344,5633,,,,,
597433,28244,1435,1897,,,,,
597586,9967,414,887,,,,,
597638,13446,151,927,,,,,
597667,5649,408,3711,,,,,
597669,29781,71617,55110,,,,,
597736,12353,288,511,,,,,
597847,31065,499,26622,,,,,
597871,1879,360,659,,,,,
597878,56306,675,3494,,,,,
597939,21301,179,497,,,,,
598035,4886,252,1822,,,,,
598047,6532,1097,1159,,,,,
598194,3678,401,1706,,,,,
598207,9784,5467,4466,,,,,
598231,21129,743,1155,,,,,
598276,3673,763,1244,,,,,
598317,6587,123,244,,,,,
598332,38929,311,1256,,,,,
598334,9941,420,678,,,,,
598366,44060,1665,9832,,,,,
598477,9252,195,620,,,,,
598483,16204,7062,4182,,,,,
598616,13204,460,1713,,,,,
598672,34124,2408,5027,,,,,
598726,10254,313,2749,,,,,
598729,19003,256,784,,,,,
598752,13983,2307,4027,,,,,
598891,22754,295,2099,,,,,
599059,29150,260,4980,,,,,
599102,22542,424,1267,,,,,
599116,15064,2528,3030,,,,,
599176,16142,3355,3008,,,,,
599390,19649,479,5501,,,,,
599410,5158,589,708,,,,,
599467,10246,1595,1021,,,,,
599601,23539,410,3946,,,,,
599642,6084,443,334,,,,,
599652,24609,330,2714,,,,,
599712,4693,258,1413,,,,,
599748,5157,1559,6048,,,,,
599800,33841,566,4344,,,,,
599837,6544,1098,1159,,,,,
599843,3385,456,302,,,,,
599985,32374,1501,2851,,,,,
600047,9588,588,5195,,,,,
600228,3976,420,601,,,,,
600230,1715,143,5,,,,,
600344,19484,669,1935,,,,,
600345,28114,355,2145,,,,,
600381,13496,223,604,,,,,
600459,14555,146,561,,,,,
600465,3726,423,1319,,,,,
600496,12240,895,2791,,,,,
600719,4043,324,906,,,,,
600849,11145,658,1557,,,,,
600902,13934,1126,3726,,,,,
600916,6552,1099,1161,,,,,
600980,16207,151,376,,,,,
600988,12544,4954,4759,,,,,
601141,15710,574,773,,,,,
601159,27962,336,444,,,,,
601167,29715,2425,5875,,,,,
601175,5700,459,481,,,,,
601209,2224,284,819,,,,,
601228,16039,5284,2438,,,,,
601322,38994,793,4086,,,,,
601340,10553,1048,755,,,,,
601393,8524,393,820,,,,,
601482,21672,267,1385,,,,,
601493,22868,709,1925,,,,,
601643,16376,927,2753,,,,,
601716,19699,174,937,,,,,
601729,31118,1745,3060,,,,,
601839,6424,184,536,,,,,
601853,330,51,40,,,,,
601877,6557,1099,1139,,,,,
601894,36072,951,2355,,,,,
601912,9301,838,728,,,,,
601955,12532,1192,1381,,,,,
601957,12410,290,529,,,,,
602037,14599,795,3518,,,,,
602044,32871,500,1679,,,,,
602082,13567,2271,2427,,,,,
602127,9974,231,833,,,,,
602137,25126,2298,2660,,,,,
602172,11390,396,585,,,,,
602180,16398,138,332,,,,,
602219,19752,2695,3821,,,,,
602221,13817,840,1690,,,,,
602362,12069,377,858,,,,,
602386,22494,452,1506,,,,,
602405,24723,298,2511,,,,,
602536,2890,119,266,,,,,
602591,28347,1436,1893,,,,,
602632,21713,175,3509,,,,,
602682,47008,1491,4520,,,,,
602785,6951,659,402,,,,,
602839,18404,369,528,,,,,
602853,27880,226,1551,,,,,
602939,37552,1259,1847,,,,,
602977,18336,214,1299,,,,,
602991,48124,489,2886,,,,,
603054,6564,1100,1141,,,,,
603115,20590,597,2058,,,,,
603126,37343,682,7504,,,,,
603237,34670,789,2412,,,,,
603282,4182,5444,2458,,,,,
603337,16935,300,4772,,,,,
603359,11339,628,4033,,,,,
603379,3756,426,1320,,,,,
603406,5424,5693,11213,,,,,
603426,35628,743,2867,,,,,
603470,8925,256,211,,,,,
603548,61576,1237,3259,,,,,
603673,21228,744,1155,,,,,
603783,3307,46778,0,,,,,
603868,15155,196,783,,,,,
603873,32504,381,2403,,,,,
603891,60869,416,2942,,,,,
603894,5037,184,364,,,,,
603894,47819,1016,8189,,,,,
603959,17239,297,1403,,,,,
604099,33053,478,2145,,,,,
604117,22195,184,1228,,,,,
604247,26485,346,5649,,,,,
604348,42637,558,2235,,,,,
604401,12101,315,710,,,,,
604409,24016,1254,5070,,,,,
604506,10175,883,895,,,,,
604513,12647,530,1154,,,,,
604613,3711,401,1714,,,,,
604654,14052,2307,4031,,,,,
604699,10064,139,1328,,,,,
604727,17542,342,1519,,,,,
604808,19647,513,1522,,,,,
604944,35009,374,1837,,,,,
605079,9490,1488,1006,,,,,
605083,19737,756,2649,,,,,
605172,9800,527,3445,,,,,
605186,28180,1241,5162,,,,,
605307,25908,930,1734,,,,,
605311,37920,509,2001,,,,,
605349,36394,304,1438,,,,,
605349,2233,288,820,,,,,
605443,41424,1094,3264,,,,,
605447,5425,1657,6911,,,,,
605483,5634,1648,1731,,,,,
605506,7848,232,354,,,,,
605664,30406,508,2448,,,,,
605714,2810,4843,2163,,,,,
605722,54920,633,3609,,,,,
605776,17211,1499,4447,,,,,
605815,21927,3173,2932,,,,,
605918,5565,136,402,,,,,
605932,38397,1387,3412,,,,,
605939,16240,445,3941,,,,,
606015,307,49,88,,,,,
606048,14466,876,2148,,,,,
606069,12476,291,513,,,,,
606107,31261,501,26768,,,,,
606120,50293,264,2237,,,,,
606192,646,23,107,,,,,
606308,30754,782,1879,,,,,
606312,14727,541,3646,,,,,
606321,35474,303,2968,,,,,
606446,31776,1407,5650,,,,,
606451,5359,300,696,,,,,
606481,13385,512,633,,,,,
606500,20859,745,2906,,,,,
606751,30707,596,1806,,,,,
606852,19424,973,1424,,,,,
606866,7420,339,818,,,,,
606889,18015,291,1866,,,,,
606957,21736,840,3598,,,,,
607053,1526,96,237,,,,,
607076,17818,257,1035,,,,,
607086,12307,2558,1774,,,,,
607125,13970,1133,3735,,,,,
607144,16505,404,3032,,,,,
607186,15136,829,3520,,,,,
607231,18808,632,1312,,,,,
607251,12787,1574,2251,,,,,
607334,21437,294,3115,,,,,
607390,23015,433,1289,,,,,
607396,34931,498,2215,,,,,
607413,9693,592,5218,,,,,
607415,19893,458,2263,,,,,
607418,19655,327,2789,,,,,
607422,26166,895,3517,,,,,
607429,89997,1171,14655,,,,,
607467,1727,149,2,,,,,
607528,6692,49,618,,,,,
607582,11093,404,1530,,,,,
607715,18259,1732,1326,,,,,
607736,27268,601,6873,,,,,
607740,35180,314,672,,,,,
607765,11866,458,780,,,,,
607802,43243,979,3654,,,,,
607810,41306,1252,4558,,,,,
607830,12567,1196,1383,,,,,
608019,32308,552,1460,,,,,
608070,9388,173,835,,,,,
608158,21336,747,1155,,,,,
608193,11496,406,919,,,,,
608254,8588,398,820,,,,,
608273,20511,580,2850,,,,,
608289,20629,795,1601,,,,,
608304,26881,218,721,,,,,
608431,31058,110,542,,,,,
608459,21784,175,3537,,,,,
608519,58452,601,3772,,,,,
608528,52966,336,3771,,,,,
608538,27684,541,2191,,,,,
608615,9453,754,1284,,,,,
608796,29135,408,1419,,,,,
608823,3725,402,1714,,,,,
608902,43123,800,3594,,,,,
608971,21965,469,1596,,,,,
608975,32517,1513,2863,,,,,
609210,3790,126,946,,,,,
609222,17400,1092,3396,,,,,
609340,19853,481,5503,,,,,
609475,10390,1014,3929,,,,,
609487,15074,479,424,,,,,
609614,19390,537,1390,,,,,
609675,33527,1427,2262,,,,,
609732,23333,795,2501,,,,,
609752,16785,571,2782,,,,,
609892,38021,606,4850,,,,,
610001,61697,1241,3261,,,,,
610015,16089,1027,3039,,,,,
610071,21400,1464,1524,,,,,
610075,17376,251,1078,,,,,
610143,3178,1214,1899,,,,,
610217,38997,653,22232,,,,,
610217,9433,1893,3246,,,,,
610307,2243,289,833,,,,,
610320,14109,2308,4039,,,,,
610325,33178,482,2155,,,,,
610426,10640,334,751,,,,,
610459,30692,448,1475,,,,,
610512,19651,674,1961,,,,,
610570,4519,341,964,,,,,
610581,12597,155,545,,,,,
610602,22554,1193,5384,,,,,
610679,27289,333,1262,,,,,
610882,7491,1765,3736,,,,,
610952,1808,316,207,,,,,
610970,14086,164,417,,,,,
610995,13952,849,1700,,,,,
611110,12546,291,514,,,,,
611119,12204,319,710,,,,,
611176,5140,102,347,,,,,
611246,12817,6231,3100,,,,,
611285,53361,343,10191,,,,,
611341,13654,2291,2463,,,,,
611344,11439,225,658,,,,,
611514,27238,706,1668,,,,,
611553,17712,509,1488,,,,,
611611,34603,670,1614,,,,,
611625,38391,1299,2225,,,,,
611646,14646,3665,2667,,,,,
611693,21433,748,1162,,,,,
611727,11428,638,4073,,,,,
611737,72455,412,4001,,,,,
611827,29669,556,4742,,,,,
611885,35415,1228,2034,,,,,
611888,3236,296,1595,,,,,
611889,12960,462,937,,,,,
611997,11733,394,775,,,,,
612038,1920,366,663,,,,,
612044,26363,454,1484,,,,,
612089,35707,305,2988,,,,,
612091,15889,440,1527,,,,,
612098,6451,1318,1374,,,,,
612206,39437,800,4094,,,,,
612279,29873,520,1458,,,,,
612481,2246,290,831,,,,,
612546,30139,527,1774,,,,,
612549,15038,466,1560,,,,,
612646,23629,227,695,,,,,
612653,23052,301,2125,,,,,
612862,9649,538,958,,,,,
612993,22779,469,1524,,,,,
613004,14004,1137,3754,,,,,
613040,30916,334,815,,,,,
613065,24849,1275,1437,,,,,
613222,16419,228,415,,,,,
613503,5351,193,1215,,,,,
613521,23829,985,1673,,,,,
613552,5432,191,514,,,,,
613655,31620,1754,3059,,,,,
613756,28936,684,504,,,,,
613757,15107,389,1433,,,,,
613805,93637,480,7880,,,,,
613838,20831,354,1728,,,,,
613841,9766,594,5271,,,,,
613852,13681,227,623,,,,,
613960,3843,357,1219,,,,,
613985,5841,463,483,,,,,
614017,12752,535,1148,,,,,
614024,26701,351,5693,,,,,
614085,33741,1429,2285,,,,,
614232,2246,293,830,,,,,
614251,5191,221,644,,,,,
614306,12380,903,2822,,,,,
614330,31432,505,26985,,,,,
614384,21493,749,1163,,,,,
614403,9029,260,211,,,,,
614420,3134,2582,2371,,,,,
614433,24175,1929,2692,,,,,
614457,23981,295,599,,,,,
614491,30201,2443,5913,,,,,
614505,23794,417,3977,,,,,
614616,12631,1200,1386,,,,,
614656,11102,618,2994,,,,,
614692,8650,398,823,,,,,
614700,32623,612,4829,,,,,
614802,10422,231,1129,,,,,
614868,2885,7476,3285,,,,,
614887,5594,448,597,,,,,
614896,26177,483,891,,,,,
614923,11971,500,686,,,,,
614946,14155,2309,4048,,,,,
615196,16592,586,2208,,,,,
615227,14261,579,2938,,,,,
615260,35637,208,1694,,,,,
615349,8495,393,1595,,,,,
615364,51997,234,2566,,,,,
615516,32760,1524,2871,,,,,
615619,11556,401,587,,,,,
615686,11334,651,1366,,,,,
615712,38795,594,2446,,,,,
615722,8184,754,1910,,,,,
615732,53553,1035,5183,,,,,
615784,30014,769,2654,,,,,
615861,16438,545,1806,,,,,
615877,4747,199,1024,,,,,
615999,14017,2326,4927,,,,,
616036,15628,797,1871,,,,,
616077,22491,188,1058,,,,,
616077,5816,934,1116,,,,,
616159,22099,3265,2951,,,,,
616212,62202,1244,3257,,,,,
616214,5406,303,683,,,,,
616218,30547,424,2584,,,,,
616261,17108,309,4806,,,,,
616294,12602,292,513,,,,,
616371,8926,461,1026,,,,,
616398,6692,3530,1082,,,,,
616420,23599,1233,3431,,,,,
616440,19998,483,5534,,,,,
616526,9414,1513,2396,,,,,
616627,16048,3586,3635,,,,,
616695,15447,920,3065,,,,,
616782,5036,4107,0,,,,,
616816,21557,751,1163,,,,,
617010,28361,341,1902,,,,,
617025,33290,486,2172,,,,,
617155,19872,2712,3844,,,,,
617177,6655,1157,1149,,,,,
617253,7429,340,818,,,,,
617293,9111,398,345,,,,,
617338,6952,756,3124,,,,,
617339,27173,529,2108,,,,,
617406,34338,637,2154,,,,,
617417,14032,1030,3351,,,,,
617423,40618,665,2667,,,,,
617485,11008,440,1136,,,,,
617505,14783,146,583,,,,,
617541,43097,854,4232,,,,,
617569,13885,837,2670,,,,,
617606,9669,397,927,,,,,
617698,12955,2238,1468,,,,,
617699,24653,1389,1207,,,,,
617734,22420,487,1753,,,,,
617740,35914,307,2990,,,,,
617757,40418,672,7102,,,,,
617881,14420,573,573,,,,,
617904,12311,321,714,,,,,
617910,36607,960,2356,,,,,
617960,52478,410,4469,,,,,
618154,68752,333,2919,,,,,
618185,8683,516,1157,,,,,
618229,31109,403,1334,,,,,
618334,33939,1431,2286,,,,,
618475,16394,448,3968,,,,,
618492,6686,330,1647,,,,,
618512,19532,658,1264,,,,,
618535,18287,296,1882,,,,,
618564,9865,300,365,,,,,
618586,5248,1607,6145,,,,,
618595,2253,294,831,,,,,
618659,1933,373,664,,,,,
618703,27237,617,2264,,,,,
618740,12251,519,2700,,,,,
618752,39137,279,3711,,,,,
618753,38230,2289,4633,,,,,
618948,6664,1158,1151,,,,,
618966,25307,2352,2700,,,,,
619144,14193,2311,4051,,,,,
619169,19163,1011,6473,,,,,
619195,26345,505,1857,,,,,
619222,11510,644,4091,,,,,
619376,17420,1513,4518,,,,,
619429,23354,158,734,,,,,
619443,6665,1158,1171,,,,,
619478,3264,298,1619,,,,,
619503,27379,823,1479,,,,,
619540,2409,92,255,,,,,
619586,10891,762,770,,,,,
619600,9856,597,5304,,,,,
619635,12655,1201,1386,,,,,
619667,6674,789,599,,,,,
619688,14048,1144,3762,,,,,
619721,3080,3122,2454,,,,,
619770,22442,595,2129,,,,,
619826,21749,507,1484,,,,,
619864,24857,310,2700,,,,,
619880,33481,515,1701,,,,,
619920,7604,2603,1969,,,,,
619936,26119,567,1412,,,,,
620010,16094,1210,1718,,,,,
620118,3299,60,249,,,,,
620204,4774,268,1356,,,,,
620227,20609,910,1333,,,,,
620279,19880,336,2803,,,,,
620282,13243,583,382,,,,,
620344,23030,433,1301,,,,,
620344,29431,858,2434,,,,,
620441,5816,744,1895,,,,,
620623,17867,478,527,,,,,
620687,39810,804,4110,,,,,
620721,11324,413,1541,,,,,
620790,5908,463,485,,,,,
620968,36916,312,1452,,,,,
621006,12447,905,2830,,,,,
621100,13749,535,1395,,,,,
621108,24760,1137,2836,,,,,
621125,34207,477,2756,,,,,
621260,32999,1528,2883,,,,,
621264,30439,839,2634,,,,,
621283,20881,244,689,,,,,
621305,7410,200,678,,,,,
621332,27012,241,1007,,,,,
621447,41148,444,1780,,,,,
621488,13030,452,1838,,,,,
621513,19267,2205,2687,,,,,
621578,34090,1432,2286,,,,,
621594,55676,276,3316,,,,,
621670,30502,754,1463,,,,,
621820,12885,539,1154,,,,,
621890,20889,429,1486,,,,,
621925,13607,685,812,,,,,
621962,53226,340,3777,,,,,
622028,12012,423,1487,,,,,
622036,31590,508,27134,,,,,
622062,5259,1610,6149,,,,,
622096,1937,376,664,,,,,
622106,14149,858,1708,,,,,
622135,12974,11244,3131,,,,,
622235,9843,1023,1442,,,,,
622296,7433,342,820,,,,,
622331,26283,956,1748,,,,,
622331,8061,1011,1062,,,,,
622400,26416,506,1856,,,,,
622467,47066,535,6177,,,,,
622492,5438,306,690,,,,,
622499,36083,307,2983,,,,,
622528,21688,368,1882,,,,,
622579,30438,2465,5940,,,,,
622601,26657,270,1613,,,,,
622774,8130,366,857,,,,,
622813,62795,1248,3331,,,,,
622825,31220,518,2450,,,,,
622847,11430,694,1832,,,,,
622855,14227,2312,4035,,,,,
622885,26170,618,1996,,,,,
622959,39385,668,22233,,,,,
622967,8282,976,1213,,,,,
623007,23700,810,2490,,,,,
623117,22214,3417,3000,,,,,
623149,32256,287,1677,,,,,
623217,33387,488,2174,,,,,
623327,5676,462,701,,,,,
623379,12692,1204,1386,,,,,
623440,19978,683,1973,,,,,
623482,93451,1059,4876,,,,,
623512,46612,691,2691,,,,,
623525,9551,174,844,,,,,
623664,22729,951,4399,,,,,
623730,4192,288,1253,,,,,
623734,13755,440,1097,,,,,
623803,17286,511,6126,,,,,
623817,49744,756,3684,,,,,
623894,32822,561,1478,,,,,
623915,9928,598,5329,,,,,
623918,11473,131,1376,,,,,
623936,42769,598,2423,,,,,
624023,18102,455,1761,,,,,
624055,17694,1350,1208,,,,,
624072,23952,418,3993,,,,,
624205,27661,615,7003,,,,,
624212,11582,188,778,,,,,
624226,3525,193,2081,,,,,
624237,5269,1612,6166,,,,,
624251,1939,378,665,,,,,
624277,12410,324,713,,,,,
624341,9523,32620,10304,,,,,
624368,24541,331,731,,,,,
624481,32146,1761,3079,,,,,
624744,59201,614,3823,,,,,
624776,7537,640,329,,,,,
624800,22716,191,1058,,,,,
624894,7103,677,410,,,,,
624994,12797,1396,3371,,,,,
625026,6701,793,601,,,,,
625189,34249,1435,2286,,,,,
625266,10505,848,3438,,,,,
625360,11060,416,511,,,,,
625551,15958,2978,3327,,,,,
625572,1941,381,665,,,,,
625574,16025,246,3150,,,,,
625607,34952,705,1766,,,,,
625620,1941,382,665,,,,,
625761,17072,581,2803,,,,,
625763,26499,507,1856,,,,,
625807,5416,424,1217,,,,,
626014,12512,911,2845,,,,,
626019,10119,671,1158,,,,,
626043,28016,492,1672,,,,,
626065,36221,308,2988,,,,,
626097,53214,601,4201,,,,,
626248,9632,1519,1015,,,,,
626301,13311,223,867,,,,,
626304,1943,382,665,,,,,
626321,10229,1142,1092,,,,,
626351,80859,381,11513,,,,,
626364,25293,307,2552,,,,,
626462,33202,1537,2898,,,,,
626564,39140,696,5131,,,,,
626621,12913,449,1717,,,,,
626684,21085,747,2919,,,,,
626685,16761,203,903,,,,,
626688,25115,499,1392,,,,,
626732,5471,309,690,,,,,
626764,11609,754,774,,,,,
626781,1946,382,665,,,,,
626833,5059,4137,0,,,,,
626985,11779,780,1797,,,,,
627001,5191,107,347,,,,,
627027,28718,6160,9073,,,,,
627239,51158,724,2752,,,,,
627275,22288,3506,3027,,,,,
627309,78771,351,4788,,,,,
627314,7753,546,500,,,,,
627393,10173,1048,1210,,,,,
627448,13041,11259,3141,,,,,
627497,63185,1253,3329,,,,,
627546,5977,465,495,,,,,
627577,4012,1314,1710,,,,,
627578,28122,560,2199,,,,,
627586,9983,600,5351,,,,,
627670,17256,313,4844,,,,,
627696,317,51,87,,,,,
627756,7433,342,821,,,,,
627756,14115,1146,3764,,,,,
627769,22889,388,4067,,,,,
627861,15394,365,783,,,,,
627861,11445,419,1555,,,,,
627882,10201,368,1796,,,,,
627933,28580,340,444,,,,,
628000,9487,201,655,,,,,
628061,7592,1797,3765,,,,,
628082,20364,772,3070,,,,,
628218,7291,765,573,,,,,
628223,25157,1284,1461,,,,,
628234,12672,208,701,,,,,
628278,13106,732,859,,,,,
628316,20994,800,1633,,,,,
628330,36308,308,3001,,,,,
628368,12979,544,1162,,,,,
628423,19769,543,1413,,,,,
628525,9649,791,1306,,,,,
628619,12600,554,697,,,,,
628759,34425,1436,2271,,,,,
628869,9151,266,210,,,,,
628932,39985,1664,4835,,,,,
629016,13611,1152,1575,,,,,
629038,11669,405,589,,,,,
629052,6565,236,1406,,,,,
629055,30695,277,1033,,,,,
629055,30695,277,1033,,,,,
629132,33512,490,2182,,,,,
629166,8985,463,1030,,,,,
629179,21120,292,763,,,,,
629202,18445,303,1890,,,,,
629222,12724,1206,1384,,,,,
629256,2610,152,385,,,,,
629293,6117,148,412,,,,,
629376,16548,454,3977,,,,,
629429,12515,305,843,,,,,
629474,21298,1196,3615,,,,,
629510,30307,201,1345,,,,,
629563,40786,499,3947,,,,,
629664,31753,509,27335,,,,,
629707,9806,542,968,,,,,
629744,38777,630,4892,,,,,
629779,5488,310,691,,,,,
629880,11163,764,770,,,,,
629886,23956,492,601,,,,,
629901,9629,302,1054,,,,,
629936,23411,443,1325,,,,,
629978,22522,480,1610,,,,,
629985,102668,351,8350,,,,,
630069,20043,340,2812,,,,,
630123,7435,342,822,,,,,
630201,10020,601,5370,,,,,
630275,13915,231,630,,,,,
630287,23154,482,1549,,,,,
630295,5236,1001,1079,,,,,
630362,34793,358,1938,,,,,
630580,7512,451,562,,,,,
630614,1717,667,979,,,,,
630616,37336,762,2878,,,,,
630694,44813,908,5250,,,,,
630751,5579,1725,7133,,,,,
630945,12549,913,2866,,,,,
631000,30664,536,1806,,,,,
631060,15318,8515,5372,,,,,
631235,3804,790,1159,,,,,
631294,8007,174,491,,,,,
631310,35839,508,2310,,,,,
631374,13097,11270,3119,,,,,
631381,22339,3563,3044,,,,,
631404,13566,476,1741,,,,,
631429,31116,1880,3234,,,,,
631482,12084,552,952,,,,,
631502,9100,188,525,,,,,
631515,5498,310,692,,,,,
631544,7435,342,823,,,,,
631554,63487,1253,3298,,,,,
631605,14818,3708,2688,,,,,
631623,8100,213,379,,,,,
631806,30672,2485,5952,,,,,
631850,34563,1436,2273,,,,,
631945,15109,560,3978,,,,,
632018,22877,193,1065,,,,,
632051,26668,509,1856,,,,,
632115,24097,417,4005,,,,,
632124,31292,729,1876,,,,,
632148,16260,5301,2498,,,,,
632190,29942,274,5196,,,,,
632216,6032,467,496,,,,,
632302,11199,449,1160,,,,,
632340,45536,1729,10033,,,,,
632415,22677,561,2113,,,,,
632566,5807,494,3447,,,,,
632572,14318,861,1697,,,,,
632785,8572,347,1149,,,,,
632810,69691,962,6647,,,,,
632821,10061,602,5373,,,,,
632825,7436,342,823,,,,,
632878,19121,441,3559,,,,,
632967,40078,189,1511,,,,,
632993,7802,5669,2930,,,,,
633075,15106,2988,2205,,,,,
633103,23991,820,2582,,,,,
633132,8761,518,1165,,,,,
633226,5506,310,691,,,,,
633236,15480,242,1629,,,,,
633241,18196,349,1599,,,,,
633524,51353,265,2258,,,,,
633697,6835,802,592,,,,,
633790,53429,346,3777,,,,,
633798,22878,274,2333,,,,,
633841,12764,1209,1384,,,,,
633870,19676,272,977,,,,,
633875,24819,1977,2809,,,,,
633882,34664,1436,2276,,,,,
633961,33912,533,1755,,,,,
633974,4885,224,569,,,,,
634137,4812,207,1041,,,,,
634164,33381,347,1141,,,,,
634197,4603,523,2799,,,,,
634223,16930,1263,2353,,,,,
634249,27990,462,2881,,,,,
634346,39745,681,22240,,,,,
634596,39569,739,15662,,,,,
634610,16893,247,5878,,,,,
634670,33911,236,1729,,,,,
634876,10616,237,1066,,,,,
634970,3042,257,1218,,,,,
635048,11189,484,909,,,,,
635182,14171,1148,3773,,,,,
635184,33622,492,2182,,,,,
635190,18475,595,5815,,,,,
635365,43553,868,4290,,,,,
635370,15605,716,1975,,,,,
635393,23693,159,742,,,,,
635414,59806,546,7529,,,,,
635452,36900,555,3320,,,,,
635511,20211,690,1996,,,,,
635638,9679,174,846,,,,,
635686,11383,12122,4289,,,,,
635714,10533,1609,1056,,,,,
